id	prodotto	descrizione	categoria
184428223	sourcingmap a12103000ux0485 armadio porta e finestre di tre cromo fori cerniere in lega di zinco	sourcingmap a12103000ux0485 armadio porta e finestre di tre cromo fori cerniere in lega di zinco	_@cerniera_bandella_
184428233	sourcingmap a13070900ux1872 cucina di casa bulloni armadio porta cerniera e finestre nero	sourcingmap a13070900ux1872 cucina di casa bulloni armadio porta cerniera e finestre nero	_@cerniera_bandella_
184428237	sourcingmap ufficio amico cerniera nascosta armadio porte 11 68 cm lunghezza	sourcingmap ufficio amico cerniera nascosta armadio porte 11 68 cm lunghezza	_@cerniera_bandella_
184428240	sourcingmap porta di metallo grigio di un armadio cerniere di 100 mm di lunghezza larghezza 70 mm	sourcingmap porta di metallo grigio di un armadio cerniere di 100 mm di lunghezza larghezza 70 mm	_@cerniera_bandella_
184428246	amico legno amico a13102800ux1079 finestre in acciaio inox cerniere dell armadio 8 fori bandiera 9 5 cm lunghezza 2 pezzi	amico a13102800ux1079 finestre in acciaio inox cerniere dell armadio 8 fori bandiera 9 5 cm lunghezza 2 pezzi	_@cerniera_bandella_
184428256	sourcingmap ufficio 3.8 mm vite tono argento cerniere tampone per una porta armadio	sourcingmap ufficio 3.8 mm vite tono argento cerniere tampone per una porta armadio	_@cerniera_bandella_
184428261	uxcell a13120500ux0634 2 pezzi 102 millimetri x 80 mm montato in un armadio cerniere cuscinetti a sfera in plastica	uxcell a13120500ux0634 2 pezzi 102 millimetri x 80 mm montato in un armadio cerniere cuscinetti a sfera in plastica	_@cerniera_bandella_
184428266	wolfpack 3042020 saldatura pernio lunga lama 14 x 80 x 3 mm 	wolfpack 3042020 saldatura pernio lunga lama 14 x 80 x 3 mm 	_@cerniera_bandella_
184428281	sourcingmap 5 08 centimetri di lunghezza della molla in metallo cerniere per mobili silver tone	sourcingmap 5 08 centimetri di lunghezza della molla in metallo cerniere per mobili silver tone	_@cerniera_bandella_
184428288	sourcingmap tft porta schermo lcd di un armadio a cerniera argentata molle 10 16 cm lunghezza	sourcingmap tft porta schermo lcd di un armadio a cerniera argentata molle 10 16 cm lunghezza	_@cerniera_bandella_
184428309	imex el zorro 73890 cerniera piatta al bunker 170 x 115 mm 	imex el zorro 73890 cerniera piatta al bunker 170 x 115 mm 	_@cerniera_bandella_
184428315	imex el zorro 74046 cerniera doppia lama 400 x 40 mm 	imex el zorro 74046 cerniera doppia lama 400 x 40 mm 	_@cerniera_bandella_
184428429	sourcingmap a14091900ux0557 armadio in acciaio inox rullo puleggia hardware porta scorrevole	sourcingmap a14091900ux0557 armadio in acciaio inox rullo puleggia hardware porta scorrevole	_@cerniera_bandella_
184818563	sourcingmap amico 2 pezzi 9 millimetri buche in acciaio inox porta dell armadio ruotabile cerniera argento 6.35 cm	sourcingmap amico 2 pezzi 9 millimetri buche in acciaio inox porta dell armadio ruotabile cerniera argento 6.35 cm	_@cerniera_bandella_
185289726	sourcingmap cerniera per porte in acciaio inox 2 pezzi	cerniera per porte in acciaio inox colore tono argento formato generale ciascuno 6 x 2 3 x 0 7 centimetri 2.4 x 0.9 x 0.3 l w t fisso diametro del foro 0.4cm 0.5cm peso 41 g pacco contenuto 2 x cerniere porta	_@cerniera_bandella_
185630678	justor m37192 cerniera a doppia azione da180 bianco	justor m37192 cerniera a doppia azione da180 bianco	_@cerniera_bandella_
185642202	securit cerniera lastra di ottone 75 millimetri	securit cerniera lastra di ottone 75 millimetri	_@cerniera_bandella_
186131988	securit 25 millimetri in ottone cerniera sc	securit 25 millimetri in ottone cerniera sc	_@cerniera_bandella_
186711237	sourcingmap a14101400ux0106 porta dell armadio finiture silver tone gioco chiusura sfere in acciaio inox	fermo a sfera in acciaio inox colore argento tonalità sciopero placca dimensione 5.4 x 3.2cm 5.3cm x 3.3cm l w alesaggio 1 8 x 2 5 centimetri 0 7 x 1 d l sfera di cattura dimensione 5.4 x 2.5 x 2 5 centimetri 2 1 x 1 x 1 l w h mont	_@cerniera_bandella_
186858563	sourcingmap a13050600ux0383 metallo grigio 3 fori pieghevole porte armadio rotante cerniera 3.5 2 pc lunghi	nome prodotto cerniera porta materiale metallo colore grigio piatto aperto dimensione 90 x 55 mm 8.9cm x 5.6cm l w piegato dimensioni 90 x 31 x 7 5 millimetri 3.5 x 1.2 x 0.3 l w t diametro fori di montaggio 6mm 0.24 148 g conten	_@cerniera_bandella_
186858575	bulk hardware bh03470 38 millimetri in ottone solido di testa cerniera pacchetto di 2 	bulk hardware bh03470 38 millimetri in ottone solido di testa cerniera pacchetto di 2 	_@cerniera_bandella_
186858577	bulk hardware bh04201 63 mm anti cardini di zinco placcati acciaio colore argento	fabbricato in acciaio progettata per un facile utilizzo 63 mm con finiture in zinco chiaro	_@cerniera_bandella_
186858942	sourcingmap riparazione di parti viti diametro 4 mm armadio metallico fisso cerniera nascosta 4.3	nome del prodotto cabinet nascosto cerniera dimensioni totali 11 x 6.2 x 3 cm 10 9 x 6 1 x 3 cm l w h diametro del foro 4 mm 0.16 materiale metallo colore tono argento peso 45 g pacchetto contenuto 1 x armadietto nascosto cardine	_@cerniera_bandella_
186951071	max power dy2901071 bandella a cerniera pesante zincato giallo 500 x 55 x 4 mm	zincata gialla 500 x 55 x 4 0 mm con cerniera	_@cerniera_bandella_
187761393	bulk hardware bh03471 50 millimetri in ottone solido di testa cerniera pacchetto di 2 	bulk hardware bh03471 50 millimetri in ottone solido di testa cerniera pacchetto di 2 	_@cerniera_bandella_
187761403	gah alberts cerniera rullata con spina in acciaio inox bianco weiß 20 pezzi 346423	gah alberts cerniera rullata con spina in acciaio inox bianco weiß 20 pezzi 346423	_@cerniera_bandella_
189952653	gah alberts cerniera sottile 345372	cerniera sottile 345372	_@cerniera_bandella_
190172922	bulk hardware bh04284 disegnato onestopdiy.com cerniera cilindrica in ottone massiccio	bulk hardware bh04284 disegnato onestopdiy.com cerniera cilindrica in ottone massiccio	_@cerniera_bandella_
190172950	gah alberts cerniera svincolante sinistra elettrozincata 80 x 65 mm 20 pz.	cerniera svincolante sinistra elettrozincata 80 x 65 mm 20 pz.	_@cerniera_bandella_
190585964	gama cerniere a molla doppia 29 75 cerniera a molla ferro doppia 29 75	sk 150297 gama cerniera a molla ferro doppia 29 75	_@cerniera_bandella_
190585965	gama cerniere a molla doppie 30 100 cerniere a molla ferro doppie 30 100	sk 150298 gama cerniere a molla ferro doppie 30 100	_@cerniera_bandella_
192023075	gah alberts cerniera a croce a perno allentato banda 294 x 46 mm cerniera 100 x 44 mm blu zincato galvanicamente	cerniera a croce a perno allentato banda 294 x 46 mm cerniera 100 x 44 mm blu zincato galvanicamente	_@cerniera_bandella_
192023116	imex el zorro imex la volpe 74046 paletta a cerniera 74048	imex la volpe 74046 paletta a cerniera 74048	_@cerniera_bandella_
192614945	direct hardware cerniera anuba sollevare vite a 36 millimetri finials ter 6 cerniere 6 maschi 6 f parti maschili 	si prega di lasciare feed back come stimiamo tutti i nostri clienti i commenti. anuba cerniera armadio cerniera cerniera senza viti	_@cerniera_bandella_
192802715	vigor cerniera ase verniciate bommer acciaio ottonato n30 mm100	spedizione gratis a partire da 69 90 pagamenti anche alla consegna cerniera ase verniciate bommer acciaio ottonato n30 mm100	_@cerniera_bandella_
192802716	vigor cerniera ase verniciate bommer acciaio ottonato n29 mm 75	spedizione gratis a partire da 69 90 pagamenti anche alla consegna cerniera ase verniciate bommer acciaio ottonato n29 mm 75	_@cerniera_bandella_
192802717	vigor cerniera ase verniciate bommer acciaio bronzato n30 mm100	spedizione gratis a partire da 69 90 pagamenti anche alla consegna cerniera ase verniciate bommer acciaio bronzato n30 mm100	_@cerniera_bandella_
192802718	vigor cerniera ase verniciate bommer acciaio bronzato n29 mm 75	spedizione gratis a partire da 69 90 pagamenti anche alla consegna cerniera ase verniciate bommer acciaio bronzato n29 mm 75	_@cerniera_bandella_
192802737	vigor cerniera ase verniciate ase verniciate nere 12 pezzi mm 280	spedizione gratis a partire da 69 90 pagamenti anche alla consegna cerniera ase verniciate ase verniciate nere 12 pezzi mm 280	_@cerniera_bandella_
192802738	vigor cerniera ase verniciate ase verniciate nere 12 pezzi mm 260	spedizione gratis a partire da 69 90 pagamenti anche alla consegna cerniera ase verniciate ase verniciate nere 12 pezzi mm 260	_@cerniera_bandella_
192802739	vigor cerniera ase verniciate ase verniciate nere 12 pezzi mm 240	spedizione gratis a partire da 69 90 pagamenti anche alla consegna cerniera ase verniciate ase verniciate nere 12 pezzi mm 240	_@cerniera_bandella_
192802740	vigor cerniera ase verniciate ase verniciate nere 12 pezzi mm 220	spedizione gratis a partire da 69 90 pagamenti anche alla consegna cerniera ase verniciate ase verniciate nere 12 pezzi mm 220	_@cerniera_bandella_
192802741	vigor cerniera ase verniciate ase verniciate nere 12 pezzi mm 200	spedizione gratis a partire da 69 90 pagamenti anche alla consegna cerniera ase verniciate ase verniciate nere 12 pezzi mm 200	_@cerniera_bandella_
192802742	vigor cerniera ase verniciate ase verniciate nere 12 pezzi mm 180	spedizione gratis a partire da 69 90 pagamenti anche alla consegna cerniera ase verniciate ase verniciate nere 12 pezzi mm 180	_@cerniera_bandella_
192802743	vigor cerniera ase verniciate ase verniciate nere 12 pezzi mm 160	spedizione gratis a partire da 69 90 pagamenti anche alla consegna cerniera ase verniciate ase verniciate nere 12 pezzi mm 160	_@cerniera_bandella_
192802745	vigor cerniera ase verniciate ase verniciate nere 12 pezzi mm 120	spedizione gratis a partire da 69 90 pagamenti anche alla consegna cerniera ase verniciate ase verniciate nere 12 pezzi mm 120	_@cerniera_bandella_
193004548	sourcingmap anta finestra cassetto cerniere hardware tono argento lungo 1.7 pollici	sourcingmap anta finestra cassetto cerniere hardware tono argento lungo 1.7 pollici	_@cerniera_bandella_
193296804	gah alberts cerniera per interni con perno fisso in acciaio 32 x 101 mm 20 pezzi zincato giallo	cerniera per interni con perno fisso in acciaio 32 x 101 mm 20 pezzi zincato giallo	_@cerniera_bandella_
194403000	sonico 2 x acciaio 75 mm satin cover pendolo porta nastro porta cerniera porta basculante porta cerniera a sospensione	nastro altezza 75 mm per porte di spessore 20 25 mm materiale acciaio ottone cover antiruggine.	_@cerniera_bandella_
195741693	sourcingmap a14082700ux0083 ruotabile di testa porta finestra cassetto cerniere 5cm lunghi 4 pezzi tono bronzo	prodotto nome porta cerniera materiale metallo colore bronzato bandiera aperto taglia 50 x 14mm 2 x 0.6 l con piegatotaglia 50 x 7 x 2.5mm 2 x 0.3 x 0.1 l con t foro quantity 6 fori montaggio foro diametro 2.5mm 0.1 foro distanza 	_@cerniera_bandella_
196251259	sourcingmap a14010700ux0193 11.94 cm pulsante di blocco armadio metallico a ginocchiera hasps	sourcingmap a14010700ux0193 11.94 cm pulsante di blocco armadio metallico a ginocchiera hasps	_@cerniera_bandella_
196271618	sourcingmap a12032200ux0476 armadio armadio metallico a scomparsa cerniera della molla di 90 gradi aperto	sourcingmap a12032200ux0476 armadio armadio metallico a scomparsa cerniera della molla di 90 gradi aperto	_@cerniera_bandella_
196531080	sourcingmap a11081400ux0003 doppia sfera fermo 40 millimetri porta armadio fermo tono argento	sourcingmap a11081400ux0003 doppia sfera fermo 40 millimetri porta armadio fermo tono argento	_@cerniera_bandella_
196531250	sourcingmap home office cabinet armadio 4 4 millimetri di montaggio tono ottone porta girevole cerniera 2.8 lungo	sourcingmap home office cabinet armadio 4 4 millimetri di montaggio tono ottone porta girevole cerniera 2.8 lungo	_@cerniera_bandella_
196531255	sourcingmap a14091800ux0314 2pezzi tono argento 2.2 di lunghezza cerniere armadio pieghevole armadio	sourcingmap a14091800ux0314 2pezzi tono argento 2.2 di lunghezza cerniere armadio pieghevole armadio	_@cerniera_bandella_
196612688	sourcingmap cucina armadio porta completa sovrapposizione hardware cerniera idraulica tono argento strumento	sourcingmap cucina armadio porta completa sovrapposizione hardware cerniera idraulica tono argento strumento	_@cerniera_bandella_
196612719	sourcingmap armadietto armadio in acciaio inox lucchetto hasp fiocco set	sourcingmap armadietto armadio in acciaio inox lucchetto hasp fiocco set	_@cerniera_bandella_
196638533	sourcingmap a14032600ux0248 mobili in plastica armadio lunghezza porta cassetto di testa cerniera 47 millimetri bianco	sourcingmap a14032600ux0248 mobili in plastica armadio lunghezza porta cassetto di testa cerniera 47 millimetri bianco	_@cerniera_bandella_
196661659	salice c7a6gtr3r3azy01 morbido nastro chiudi cerniera tazza ad angolo 110 â° braccio di titanio semilavorati con piede regolabile in altezza	salice c7a6gtr3r3azy01 morbido nastro chiudi cerniera tazza ad angolo 110 â° braccio di titanio semilavorati con piede regolabile in altezza	_@cerniera_bandella_
196711670	salice c2a6a6r3r3azy01 finitura titanio cerniera nastro pentola 110 â° a destra con altezza piedino regolabile	salice c2a6a6r3r3azy01 finitura titanio cerniera nastro pentola 110 â° a destra con altezza piedino regolabile	_@cerniera_bandella_
196711689	gah alberts 333805 cerniera sfilabile destra 80 x 65 mm 20 pz.	gah alberts 333805 cerniera sfilabile destra 80 x 65 mm 20 pz.	_@cerniera_bandella_
197159613	sourcingmap foro di installazione 7 metallo di mm di diametro avocetta cassetto porta cerniera armadio set di 2 b00dgxm7xq	sourcingmap foro di installazione 7 metallo di mm di diametro avocetta cassetto porta cerniera armadio set di 2 b00dgxm7xq	_@cerniera_bandella_
197159907	gah alberts 345921 cerniera a metà larghezza con perno in acciaio inox rivettato 101 x 65 mm 20 stk. oberfläche galvanisch gelb verzinkt	gah alberts 345921 cerniera a metà larghezza con perno in acciaio inox rivettato 101 x 65 mm 20 stk. oberfläche galvanisch gelb verzinkt	_@cerniera_bandella_
197159915	sourcingmap 2pezzi di metallo argento grigio 3 fori armadio pieghevole porta cerniera 2.5 lungo	sourcingmap 2pezzi di metallo argento grigio 3 fori armadio pieghevole porta cerniera 2.5 lungo	_@cerniera_bandella_
197159918	sourcingmap a13112800ux0087 viti montato di testa di plastica porta dell armadio cerniere 1.6	sourcingmap a13112800ux0087 viti montato di testa di plastica porta dell armadio cerniere 1.6	_@cerniera_bandella_
197159926	sourcingmap a14032500ux0170 armadietto porta a casa armadio mano destra sollevare off cerniera tono argento 2 pz	sourcingmap a14032500ux0170 armadietto porta a casa armadio mano destra sollevare off cerniera tono argento 2 pz	_@cerniera_bandella_
197159928	sourcingmap 5pezzi in metallo grigio porta dell armadio armadio cerniere lunghezza 75 millimetri 3	sourcingmap 5pezzi in metallo grigio porta dell armadio armadio cerniere lunghezza 75 millimetri 3	_@cerniera_bandella_
197159931	sourcingmap unidirezionale porta girevole armadio cerniera 4 pollici tono d argento 2 pz	sourcingmap unidirezionale porta girevole armadio cerniera 4 pollici tono d argento 2 pz	_@cerniera_bandella_
197159934	sourcingmap 8pezzi di toni bronzo armadio pieghevole porta dell armadio porta cerniere	sourcingmap 8pezzi di toni bronzo armadio pieghevole porta dell armadio porta cerniere	_@cerniera_bandella_
197160094	sourcingmap ante tono argento fermo hasp fiocco impostato lunghezza di 100mm	sourcingmap ante tono argento fermo hasp fiocco impostato lunghezza di 100mm	_@cerniera_bandella_
197294408	sourcingmap 2pezzi armadio viti cabinet installati cerniera tono argento metallico a scomparsa	sourcingmap 2pezzi armadio viti cabinet installati cerniera tono argento metallico a scomparsa	_@cerniera_bandella_
197294453	sourcingmap 3 1 4 x 2 7 8 economia mano sinistra porta dell armadio cerniera ascensore	sourcingmap 3 1 4 x 2 7 8 economia mano sinistra porta dell armadio cerniera ascensore	_@cerniera_bandella_
197294455	gah alberts 345969 cerniera rullata 31 x 31 mm 50 pz. superficie zincata	gah alberts 345969 cerniera rullata 31 x 31 mm 50 pz. superficie zincata	_@cerniera_bandella_
197294465	sourcingmap a13050600ux0382 24 pezzi grigio rettangolare pieghevole armadio porta dell armadio cerniera hardware	sourcingmap a13050600ux0382 24 pezzi grigio rettangolare pieghevole armadio porta dell armadio cerniera hardware	_@cerniera_bandella_
197294466	sourcingmap 2pcs strumento hardware lunghezza 11 5 centimetri metallico nascosto cerniera armadio	sourcingmap 2pcs strumento hardware lunghezza 11 5 centimetri metallico nascosto cerniera armadio	_@cerniera_bandella_
197294468	sourcingmap a13070900ux0908 72 millimetri x 49mm metallo nero mozzicone supporto della porta dell armadio armadio cerniera	sourcingmap a13070900ux0908 72 millimetri x 49mm metallo nero mozzicone supporto della porta dell armadio armadio cerniera	_@cerniera_bandella_
197294484	sourcingmap lega di alluminio sostituzione di testa cerniera per porta cassettiera	sourcingmap lega di alluminio sostituzione di testa cerniera per porta cassettiera	_@cerniera_bandella_
197294487	sourcingmap a14061100ux0468 armadio rettangolo di plastica porta dell armadio di testa cerniera 50mmx70mm nero	sourcingmap a14061100ux0468 armadio rettangolo di plastica porta dell armadio di testa cerniera 50mmx70mm nero	_@cerniera_bandella_
197359629	sourcingmap a13022200ux0144 tono argento unidirezionale porta dell armadio ruotabile cerniera 3.1 lungo	sourcingmap a13022200ux0144 tono argento unidirezionale porta dell armadio ruotabile cerniera 3.1 lungo	_@cerniera_bandella_
197359671	sourcingmap sicurezza armadio porta lucchetto chiusura in metallo hasp verde fiocco impostato 4.3	sourcingmap sicurezza armadio porta lucchetto chiusura in metallo hasp verde fiocco impostato 4.3	_@cerniera_bandella_
197359672	sourcingmap armadietto armadio armadio pieno di sovrapposizione cerniera 3.5 tono argento lungo	sourcingmap armadietto armadio armadio pieno di sovrapposizione cerniera 3.5 tono argento lungo	_@cerniera_bandella_
197879739	sourcingmap 2pezzi cabinet in acciaio inox testa a testa armadio porta cancello cerniera 9 8 centimetri lungo	sourcingmap 2pezzi cabinet in acciaio inox testa a testa armadio porta cancello cerniera 9 8 centimetri lungo	_@cerniera_bandella_
198120476	cerniera a saldare 2 ali mm 100	in ferro lucido con perno a sfilo. mm 100	_@cerniera_bandella_
198120477	cerniera a saldare 2 ali mm 120	in ferro lucido con perno a sfilo. mm 120 a saldare extra	_@cerniera_bandella_
199420423	sourcingmap a14052800ux0730 argento paio hardware tono armadio porta pieghevole cerniera lungo 10 16 cm	sourcingmap a14052800ux0730 argento paio hardware tono armadio porta pieghevole cerniera lungo 10 16 cm	_@cerniera_bandella_
199501071	coperchio incernierato per casse pieghevoli con base 600 x 400 mm	coperchio incernierato per casse pieghevoli con base 600 x 400 mm	_@cerniera_bandella_
199501072	coperchio incernierato per casse pieghevoli con base 800 x 600 mm	coperchio incernierato per casse pieghevoli con base 800 x 600 mm	_@cerniera_bandella_
200447306	comunello 14 pz cerniera x cancelli 2 ali fc405 200mm	in acciaio accessorio per l installazione di cancelli in ferro con perno sfilabile tipo pesante misura 200 mm. ø 13 6 mm.	_@cerniera_bandella_
200447307	comunello 20 pz cerniera x cancelli 2 ali fc405 170mm	in acciaio accessorio per l installazione di cancelli in ferro con perno sfilabile tipo pesante misura 170 mm. ø 11 7 mm.	_@cerniera_bandella_
200447308	comunello 20 pz cerniera x cancelli a tappo fc425 170mm	in acciaio accessorio per l installazione di cancelli in ferro con tappo saldato misura 170 mm. ø 17 mm.	_@cerniera_bandella_
200447309	comunello 40 pz cerniera x cancelli 2 ali fc402 120mm	in acciaio accessorio per l installazione di cancelli in ferro con perno sfilabile tipo normale misura 120 mm. ø 9 8 mm.	_@cerniera_bandella_
200447310	comunello 40 pz cerniera x cancelli 2 ali fc402 140mm	in acciaio accessorio per l installazione di cancelli in ferro con perno sfilabile tipo normale misura 140 mm. ø 10 7 mm.	_@cerniera_bandella_
200447311	comunello 40 pz cerniera x cancelli 2 ali fc402 60mm	in acciaio accessorio per l installazione di cancelli in ferro con perno sfilabile tipo normale misura 60 mm. ø 5 7 mm.	_@cerniera_bandella_
200447312	comunello 40 pz cerniera x cancelli 3 ali fc410 120mm	in acciaio accessorio per l installazione di cancelli in ferro con perno sfilabile tipo normale misura 120 mm. ø 9 8 mm.	_@cerniera_bandella_
200447314	comunello 40 pz cerniera x cancelli a goccia fc572 100mm	in acciaio accessorio per l installazione di cancelli in ferro tornita con perno in ottone e rondella misura 100 mm. ø 13 mm.	_@cerniera_bandella_
200447315	comunello 40 pz cerniera x cancelli a goccia fc572 120mm	in acciaio accessorio per l installazione di cancelli in ferro tornita con perno in ottone e rondella misura 120 mm. ø 16 mm.	_@cerniera_bandella_
200447316	comunello 40 pz cerniera x cancelli a goccia fc572 140mm	in acciaio accessorio per l installazione di cancelli in ferro tornita con perno in ottone e rondella misura 140 mm. ø 16 mm.	_@cerniera_bandella_
200447318	comunello 40 pz cerniera x cancelli a goccia fc572 80mm	in acciaio accessorio per l installazione di cancelli in ferro tornita con perno in ottone e rondella misura 80 mm. ø 13 mm.	_@cerniera_bandella_
200447321	comunello 50 pz cerniera x cancelli 2 ali fc402 80mm	in acciaio accessorio per l installazione di cancelli in ferro con perno sfilabile tipo normale misura 80 mm. ø 7 7 mm.	_@cerniera_bandella_
200447322	comunello 50 pz cerniera x cancelli a tappo fc420 100mm	in acciaio accessorio per l installazione di cancelli in ferro con tappo saldato misura 100 mm. ø 13 mm.	_@cerniera_bandella_
200448017	maurer 24 pz cerniera x mobili 5000 20x20mm 3 4 maurer	in acciaio lucido misura 1 3 4 misura 2 20x20 mm.	_@cerniera_bandella_
200448021	maurer 24 pz cerniera x mobili 5000 45x30mm 1 3 4 maurer	in acciaio lucido misura 1 1 3 4 misura 2 45x30 mm.	_@cerniera_bandella_
200448022	maurer 24 pz cerniera x mobili 5000 50x30mm 2 maurer	in acciaio lucido misura 1 2 misura 2 50x30 mm.	_@cerniera_bandella_
200448024	maurer 24 pz cerniera x mobili 5000 65x35mm 2 1 2 maurer	in acciaio lucido misura 1 2 1 2 misura 2 65x35 mm.	_@cerniera_bandella_
200448025	maurer 24 pz cerniera x mobili 5000 75x40mm 3 maurer	in acciaio lucido misura 1 3 misura 2 75x40 mm.	_@cerniera_bandella_
200448027	maurer 24 pz cerniera x mobili 5000 90x50mm 3 1 2 maurer	in acciaio lucido misura 1 3 1 2 misura 2 90x50 mm.	_@cerniera_bandella_
200448028	maurer 24 pz cerniera x mobili 840 40x35mm 1 5 maurer	in acciaio lucido misura 1 1 5 misura 2 40x35 mm.	_@cerniera_bandella_
200450241	minutex 24 pz cerniera x mobili 600 ottonata 50x40mm	perno sfilabile finitura ottonata misura 50x40 mm.	_@cerniera_bandella_
200450242	minutex 24 pz cerniera x mobili 600 ottonata 60x50mm	perno sfilabile finitura ottonata misura 60x50 mm.	_@cerniera_bandella_
200450243	minutex 24 pz cerniera x mobili 600 ottonata 70x55mm	perno sfilabile finitura ottonata misura 70x55 mm.	_@cerniera_bandella_
200450246	minutex 50 pz cerniera x mobili 600 ottonata 30x30mm	perno sfilabile finitura ottonata misura 30x30 mm.	_@cerniera_bandella_
200450247	minutex 50 pz cerniera x mobili 600 ottonata 40x35mm	perno sfilabile finitura ottonata misura 40x35 mm.	_@cerniera_bandella_
200450566	oem 12 pz cerniera x mobili nautici inox 40x70mm 854 in 	in acciaio inossidabile per arredamenti nautici misura 40x70 mm.	_@cerniera_bandella_
200450567	oem 12 pz cerniera x mobili paumelles dx 110x55mm acciaio	in acciaio lucido misura 110x55 mm.dx finitura fer. lucido	_@cerniera_bandella_
200450568	oem 12 pz cerniera x mobili paumelles dx 95x55mm acciaio	in acciaio lucido misura 95x55 mm.dx finitura fer. lucido	_@cerniera_bandella_
200450569	oem 12 pz cerniera x mobili paumelles sx 110x55mm acciaio	in acciaio lucido misura 110x55 mm.sx finitura fer. lucido	_@cerniera_bandella_
200450570	oem 12 pz cerniera x mobili paumelles sx 80x50mm acciaio	in acciaio lucido misura 80x50 mm.sx finitura fer. lucido	_@cerniera_bandella_
200450621	oem 16 pz cerniera x cancelli 3 ali fc415 200mm	in acciaio accessorio per l installazione di cancelli in ferro con perno sfilabile misura 200 mm. ø 13 6 mm.	_@cerniera_bandella_
200450889	oem 24 pz cerniera x mobili ala piana ottone fresato 30x30mm	in ottone fresato lucido misura 30x30 mm.	_@cerniera_bandella_
200450890	oem 24 pz cerniera x mobili ala piana ottone fresato 40x35mm	in ottone fresato lucido misura 40x35 mm.	_@cerniera_bandella_
200450891	oem 24 pz cerniera x mobili ala piana ottone fresato 50x40mm	in ottone fresato lucido misura 50x40 mm.	_@cerniera_bandella_
200450892	oem 24 pz cerniera x mobili barocco canotto rig. ottone luc. dx 50x40mm	con ala piana misura 50x40 mm. dx finitura ottone lucido	_@cerniera_bandella_
200450893	oem 24 pz cerniera x mobili barocco canotto rig. ottone luc. sx 50x40mm	con ala piana misura 50x40 mm. sx finitura ottone lucido	_@cerniera_bandella_
200450895	oem 24 pz cerniera x mobili barocco piana ottone bronz. sx 65mm	con ala piana misura 65 mm. sx finitura ottone bronzato	_@cerniera_bandella_
200450896	oem 24 pz cerniera x mobili barocco piana ottone luc. dx 65mm	con ala piana misura 65 mm. dx finitura ottone lucido	_@cerniera_bandella_
200450897	oem 24 pz cerniera x mobili barocco piana ottone luc. sx 65mm	con ala piana misura 65 mm. sx finitura ottone lucido	_@cerniera_bandella_
200451037	oem 4 pz cernierona 2 ali chiuse 180 fc 458	in acciaio accessorio per l installazione di cancelli in ferro perno sfilabile con rondella misura 180 mm. ø 27 mm.	_@cerniera_bandella_
200451594	oem cerniera in ferro battuto ala piana 420a 124x68mm	in ferro battuto ala piana articolo 420a misura 124x68 mm. colore nero	_@cerniera_bandella_
200451595	oem cerniera in ferro battuto ala piana 420b 182x92mm	in ferro battuto ala piana articolo 420b misura 182x92 mm. colore nero	_@cerniera_bandella_
200451605	oem cerniera x mobili a biscotto ottone 80x30mm	in ottone lucido misura 80x30 mm.	_@cerniera_bandella_
200451606	oem cerniera x mobili a biscotto ottone c fermo 80x30mm	in ottone lucido misura 80x30 mm.	_@cerniera_bandella_
200451620	oem cerniera x porta a libro acc. ott. 76x63mm 3x2 5 c cuscinet.sfera	cerniera piana con 2 cuscinetti a sfera perno sfilabile pomolo piano in acciaio ottonato misura 1 3x2 5 misura 2 76x63 mm.	_@cerniera_bandella_
200451621	oem cerniera x porta a libro acc. ott. 76x76mm 3x3 c cuscinet.sfera	cerniera piana con 2 cuscinetti a sfera perno sfilabile pomolo piano in acciaio ottonato misura 1 3x3 misura 2 76x76 mm.	_@cerniera_bandella_
200451623	oem cerniera x porta a libro cromo sat. 102x76mm 4x3 c cuscinet.sfera	cerniera piana con 2 cuscinetti a sfera perno sfilabile pomolo piano in acciaio cromo satinato misura 1 4x3 misura 2 102x76 mm.	_@cerniera_bandella_
200451624	oem cerniera x porta a libro cromo sat. 76x63mm 3x2 5 c cuscinet.sfera	cerniera piana con 2 cuscinetti a sfera perno sfilabile pomolo piano in acciaio cromo satinato misura 1 3x2 5 misura 2 76x63 mm.	_@cerniera_bandella_
200451625	oem cerniera x porta a libro cromo sat. 76x76mm 3x3 c cuscinet.sfera	cerniera piana con 2 cuscinetti a sfera perno sfilabile pomolo piano in acciaio cromo satinato misura 1 3x3 misura 2 76x76 mm.	_@cerniera_bandella_
101194010	syrom nastro adesivo in tela tes 702 syrom tes 702 special 38 mm x 2 7 m nero 7577 258811 syrom	1 2 €1 78 3 5 €1 74 6 10 €1 72 10 €1 70 nastro in tela plastificata a trama fitta per riparare rilegare bordare etc. disponibile in otto colori.	_@nastro_
101194011	syrom nastro adesivo in tela tes 702 syrom tes 702 special 38 mm x 2 7 m rosso 7573 258838 syrom	1 2 €1 78 3 5 €1 74 6 10 €1 72 10 €1 70 nastro in tela plastificata a trama fitta per riparare rilegare bordare etc. disponibile in otto colori.	_@nastro_
101194012	syrom nastro adesivo in tela tes 702 syrom tes 702 special 38 mm x 2 7 m verde 7575 258846 syrom	1 2 €1 78 3 5 €1 74 6 10 €1 72 10 €1 70 nastro in tela plastificata a trama fitta per riparare rilegare bordare etc. disponibile in otto colori.	_@nastro_
