web-scraper-order,web-scraper-start-url,categories,categories-href,show_all,show_all-href,title,pagination,pagination-href
"1547145323-1791","https://www.trovaprezzi.it/categorie.aspx","Frigoriferi e Congelatori","https://www.trovaprezzi.it/prezzi_frigoriferi-congelatori.aspx","Vedi tutte le offerte in Frigoriferi e Congelatori","https://www.trovaprezzi.it/prezzi_frigoriferi-congelatori_1.aspx","","12","https://www.trovaprezzi.it/prezzi_frigoriferi-congelatori_12.aspx"
"1547145242-1217","https://www.trovaprezzi.it/categorie.aspx","Home Theater","https://www.trovaprezzi.it/prezzi_home-theater.aspx","Vedi tutte le offerte in Home Theater","https://www.trovaprezzi.it/prezzi_home-theater_1.aspx","Trevi SB 8310 TV 15W Nero, Grigio altoparlante","",""
"1547145107-557","https://www.trovaprezzi.it/categorie.aspx","Occhiali da Sole","https://www.trovaprezzi.it/prezzi_occhiali-da-sole.aspx","Vedi tutte le offerte in Occhiali da Sole","https://www.trovaprezzi.it/prezzi_occhiali-da-sole_1.aspx","","18","https://www.trovaprezzi.it/prezzi_occhiali-da-sole_18.aspx"
"1547145242-1209","https://www.trovaprezzi.it/categorie.aspx","Home Theater","https://www.trovaprezzi.it/prezzi_home-theater.aspx","Vedi tutte le offerte in Home Theater","https://www.trovaprezzi.it/prezzi_home-theater_1.aspx","Lenovo USB Soundbar altoparlante soundbar 2.0 canali 2,5 W Nero Cablat","",""
"1547145162-787","https://www.trovaprezzi.it/categorie.aspx","Obiettivi per Fotocamere","https://www.trovaprezzi.it/prezzi_obiettivi-per-fotocamere.aspx","Vedi tutte le offerte in Obiettivi per Fotocamere","https://www.trovaprezzi.it/prezzi_obiettivi-per-fotocamere_1.aspx","","8","https://www.trovaprezzi.it/prezzi_obiettivi-per-fotocamere_8.aspx"
"1547145236-1186","https://www.trovaprezzi.it/categorie.aspx","Integratori e Coadiuvanti","https://www.trovaprezzi.it/prezzi_integratori-coadiuvanti.aspx","Vedi tutte le offerte in Integratori e Coadiuvanti","https://www.trovaprezzi.it/prezzi_integratori-coadiuvanti_1.aspx","","7","https://www.trovaprezzi.it/prezzi_integratori-coadiuvanti_7.aspx"
"1547145096-516","https://www.trovaprezzi.it/categorie.aspx","Anelli","https://www.trovaprezzi.it/prezzi_anelli.aspx","Vedi tutte le offerte in Anelli","https://www.trovaprezzi.it/prezzi_anelli_1.aspx","","17","https://www.trovaprezzi.it/prezzi_anelli_17.aspx"
"1547145307-1664","https://www.trovaprezzi.it/categorie.aspx","Notebook","https://www.trovaprezzi.it/prezzi_notebook.aspx","Vedi tutte le offerte in Notebook","https://www.trovaprezzi.it/prezzi_notebook_1.aspx","","5","https://www.trovaprezzi.it/prezzi_notebook_5.aspx"
"1547145128-619","https://www.trovaprezzi.it/categorie.aspx","Vini","https://www.trovaprezzi.it/prezzi_vini.aspx","Vedi tutte le offerte in Vini","https://www.trovaprezzi.it/prezzi_vini_1.aspx","Weingut Tombacco Venetien - Vinicola Tombacco Pinot Grigio Villa dei Fiori 2013 - Weingut Tombacco","",""
"1547145262-1365","https://www.trovaprezzi.it/categorie.aspx","Biciclette","https://www.trovaprezzi.it/prezzi_biciclette-accessori.aspx","Vedi tutte le offerte in Biciclette","https://www.trovaprezzi.it/prezzi_biciclette-accessori_1.aspx","Puky Â® Â® Parafango Set LS, nero 9415","",""
"1547145219-1052","https://www.trovaprezzi.it/categorie.aspx","Borse","https://www.trovaprezzi.it/prezzi_borse-zaini.aspx","Vedi tutte le offerte in Borse","https://www.trovaprezzi.it/prezzi_borse-zaini_1.aspx","Coca Cola Cover Unisex Marrone","",""
"1547145211-1019","https://www.trovaprezzi.it/categorie.aspx","Pneumatici per Auto","https://www.trovaprezzi.it/prezzi_pneumatici.aspx","Vedi tutte le offerte in Pneumatici per Auto","https://www.trovaprezzi.it/prezzi_pneumatici_1.aspx","SEMI-PRO TR 87 3.00 0 8 Schl?uche","",""
"1547145246-1248","https://www.trovaprezzi.it/categorie.aspx","Videocamere Digitali","https://www.trovaprezzi.it/prezzi_videocamere-digitali.aspx","Vedi tutte le offerte in Videocamere Digitali","https://www.trovaprezzi.it/prezzi_videocamere-digitali_1.aspx","Windy5 SJ4000 Macchina Fotografica di Azione di Sport DV 2.0 Pollici Diving 30M Impermeabile HD 720P Estrema del Casco Mini videocamera","",""
"1547145128-624","https://www.trovaprezzi.it/categorie.aspx","Vini","https://www.trovaprezzi.it/prezzi_vini.aspx","Vedi tutte le offerte in Vini","https://www.trovaprezzi.it/prezzi_vini_1.aspx","","5","https://www.trovaprezzi.it/prezzi_vini_5.aspx"
"1547145162-795","https://www.trovaprezzi.it/categorie.aspx","Obiettivi per Fotocamere","https://www.trovaprezzi.it/prezzi_obiettivi-per-fotocamere.aspx","Vedi tutte le offerte in Obiettivi per Fotocamere","https://www.trovaprezzi.it/prezzi_obiettivi-per-fotocamere_1.aspx","","16","https://www.trovaprezzi.it/prezzi_obiettivi-per-fotocamere_16.aspx"
"1547145232-1145","https://www.trovaprezzi.it/categorie.aspx","Profumi e Deodoranti","https://www.trovaprezzi.it/prezzi_profumi-deodoranti.aspx","Vedi tutte le offerte in Profumi e Deodoranti","https://www.trovaprezzi.it/prezzi_profumi-deodoranti_1.aspx","","6","https://www.trovaprezzi.it/prezzi_profumi-deodoranti_6.aspx"
"1547145190-924","https://www.trovaprezzi.it/categorie.aspx","Seggiolini auto","https://www.trovaprezzi.it/prezzi_seggiolini-auto.aspx","Vedi tutte le offerte in Seggiolini auto","https://www.trovaprezzi.it/prezzi_seggiolini-auto_1.aspx","Lorelli Seggiolino auto Easy 15-36 Kg","",""
"1547145242-1223","https://www.trovaprezzi.it/categorie.aspx","Home Theater","https://www.trovaprezzi.it/prezzi_home-theater.aspx","Vedi tutte le offerte in Home Theater","https://www.trovaprezzi.it/prezzi_home-theater_1.aspx","","4","https://www.trovaprezzi.it/prezzi_home-theater_4.aspx"
"1547145190-952","https://www.trovaprezzi.it/categorie.aspx","Seggiolini auto","https://www.trovaprezzi.it/prezzi_seggiolini-auto.aspx","Vedi tutte le offerte in Seggiolini auto","https://www.trovaprezzi.it/prezzi_seggiolini-auto_1.aspx","","13","https://www.trovaprezzi.it/prezzi_seggiolini-auto_13.aspx"
"1547145246-1261","https://www.trovaprezzi.it/categorie.aspx","Videocamere Digitali","https://www.trovaprezzi.it/prezzi_videocamere-digitali.aspx","Vedi tutte le offerte in Videocamere Digitali","https://www.trovaprezzi.it/prezzi_videocamere-digitali_1.aspx","","2","https://www.trovaprezzi.it/prezzi_videocamere-digitali_2.aspx"
"1547145277-1450","https://www.trovaprezzi.it/categorie.aspx","Cellulari","https://www.trovaprezzi.it/prezzi_cellulari.aspx","Vedi tutte le offerte in Cellulari","https://www.trovaprezzi.it/prezzi_cellulari_1.aspx","BULLTEK Power Bank Bulltek Y1I 2600MAH Gold","",""
"1547145211-1036","https://www.trovaprezzi.it/categorie.aspx","Pneumatici per Auto","https://www.trovaprezzi.it/prezzi_pneumatici.aspx","Vedi tutte le offerte in Pneumatici per Auto","https://www.trovaprezzi.it/prezzi_pneumatici_1.aspx","","17","https://www.trovaprezzi.it/prezzi_pneumatici_17.aspx"
"1547145262-1379","https://www.trovaprezzi.it/categorie.aspx","Biciclette","https://www.trovaprezzi.it/prezzi_biciclette-accessori.aspx","Vedi tutte le offerte in Biciclette","https://www.trovaprezzi.it/prezzi_biciclette-accessori_1.aspx","Bandits & Angels Bandits And Angels - Cestino per Bicicletta Senza Pedali, in Vimini con Cinghie di Cuoio","",""
"1547145190-943","https://www.trovaprezzi.it/categorie.aspx","Seggiolini auto","https://www.trovaprezzi.it/prezzi_seggiolini-auto.aspx","Vedi tutte le offerte in Seggiolini auto","https://www.trovaprezzi.it/prezzi_seggiolini-auto_1.aspx","","4","https://www.trovaprezzi.it/prezzi_seggiolini-auto_4.aspx"
"1547145107-528","https://www.trovaprezzi.it/categorie.aspx","Occhiali da Sole","https://www.trovaprezzi.it/prezzi_occhiali-da-sole.aspx","Vedi tutte le offerte in Occhiali da Sole","https://www.trovaprezzi.it/prezzi_occhiali-da-sole_1.aspx","3 OCCHIALI DA SOLE REFLEXXVISION UV 400 UNISEX MODELLO MASSA COLORI ASSORTITI","",""
"1547145123-573","https://www.trovaprezzi.it/categorie.aspx","Grappe, Liquori, Aperitivi","https://www.trovaprezzi.it/prezzi_grappe-liquori-aperitivi.aspx","Vedi tutte le offerte in Grappe, Liquori, Aperitivi","https://www.trovaprezzi.it/prezzi_grappe-liquori-aperitivi_1.aspx","Big Smile Hard Cider - 330 ml","",""
"1547145298-1571","https://www.trovaprezzi.it/categorie.aspx","Stampanti","https://www.trovaprezzi.it/prezzi_stampanti.aspx","Vedi tutte le offerte in Stampanti","https://www.trovaprezzi.it/prezzi_stampanti_1.aspx","DYMO ETICHETTATRICE A RILIEVO DYMO JUNIOR IN BLISTER 127470 (unità vendita 1 pz.)","",""
"1547145198-984","https://www.trovaprezzi.it/categorie.aspx","Carrozzine e Passeggini","https://www.trovaprezzi.it/prezzi_carrozzine-passeggini.aspx","Vedi tutte le offerte in Carrozzine e Passeggini","https://www.trovaprezzi.it/prezzi_carrozzine-passeggini_1.aspx","","5","https://www.trovaprezzi.it/prezzi_carrozzine-passeggini_5.aspx"
"1547145198-987","https://www.trovaprezzi.it/categorie.aspx","Carrozzine e Passeggini","https://www.trovaprezzi.it/prezzi_carrozzine-passeggini.aspx","Vedi tutte le offerte in Carrozzine e Passeggini","https://www.trovaprezzi.it/prezzi_carrozzine-passeggini_1.aspx","","8","https://www.trovaprezzi.it/prezzi_carrozzine-passeggini_8.aspx"
"1547145246-1256","https://www.trovaprezzi.it/categorie.aspx","Videocamere Digitali","https://www.trovaprezzi.it/prezzi_videocamere-digitali.aspx","Vedi tutte le offerte in Videocamere Digitali","https://www.trovaprezzi.it/prezzi_videocamere-digitali_1.aspx","Setik HANDSPINNER - Hand Spinner Fidget Spin in Alluminio - Setik","",""
"1547145136-667","https://www.trovaprezzi.it/categorie.aspx","Navigatori GPS","https://www.trovaprezzi.it/prezzi_gps.aspx","Vedi tutte le offerte in Navigatori GPS","https://www.trovaprezzi.it/prezzi_gps_1.aspx","","8","https://www.trovaprezzi.it/prezzi_gps_8.aspx"
"1547145154-733","https://www.trovaprezzi.it/categorie.aspx","Alimenti Cani e Gatti","https://www.trovaprezzi.it/prezzi_alimenti-cani-gatti.aspx","Vedi tutte le offerte in Alimenti Cani e Gatti","https://www.trovaprezzi.it/prezzi_alimenti-cani-gatti_1.aspx","TRIXIE PICKNICKS SALSICCE BACON 8 GR.","",""
"1547145075-429","https://www.trovaprezzi.it/categorie.aspx","Strumenti Musicali","https://www.trovaprezzi.it/prezzi_strumenti-musicali.aspx","Vedi tutte le offerte in Strumenti Musicali","https://www.trovaprezzi.it/prezzi_strumenti-musicali_1.aspx","","10","https://www.trovaprezzi.it/prezzi_strumenti-musicali_10.aspx"
"1547145136-659","https://www.trovaprezzi.it/categorie.aspx","Navigatori GPS","https://www.trovaprezzi.it/prezzi_gps.aspx","Vedi tutte le offerte in Navigatori GPS","https://www.trovaprezzi.it/prezzi_gps_1.aspx","TomTom TOMTOM EXCHANGE BRACELET 9UAT.001.05","",""
"1547145075-425","https://www.trovaprezzi.it/categorie.aspx","Strumenti Musicali","https://www.trovaprezzi.it/prezzi_strumenti-musicali.aspx","Vedi tutte le offerte in Strumenti Musicali","https://www.trovaprezzi.it/prezzi_strumenti-musicali_1.aspx","","6","https://www.trovaprezzi.it/prezzi_strumenti-musicali_6.aspx"
"1547145258-1358","https://www.trovaprezzi.it/categorie.aspx","Integratori per lo Sport","https://www.trovaprezzi.it/prezzi_integratori-sport.aspx","Vedi tutte le offerte in Integratori per lo Sport","https://www.trovaprezzi.it/prezzi_integratori-sport_1.aspx","","19","https://www.trovaprezzi.it/prezzi_integratori-sport_19.aspx"
"1547145162-763","https://www.trovaprezzi.it/categorie.aspx","Obiettivi per Fotocamere","https://www.trovaprezzi.it/prezzi_obiettivi-per-fotocamere.aspx","Vedi tutte le offerte in Obiettivi per Fotocamere","https://www.trovaprezzi.it/prezzi_obiettivi-per-fotocamere_1.aspx","REPORTER 72052 Paraluce in silicone 3 in 1 52mm","",""
"1547145136-675","https://www.trovaprezzi.it/categorie.aspx","Navigatori GPS","https://www.trovaprezzi.it/prezzi_gps.aspx","Vedi tutte le offerte in Navigatori GPS","https://www.trovaprezzi.it/prezzi_gps_1.aspx","","16","https://www.trovaprezzi.it/prezzi_gps_16.aspx"
"1547145286-1499","https://www.trovaprezzi.it/categorie.aspx","Articoli per la Cucina","https://www.trovaprezzi.it/prezzi_articoli-per-la-cucina.aspx","Vedi tutte le offerte in Articoli per la Cucina","https://www.trovaprezzi.it/prezzi_articoli-per-la-cucina_1.aspx","Vari Buste per pandoro- Panettone trasparenti 35x50","",""
"1547145075-421","https://www.trovaprezzi.it/categorie.aspx","Strumenti Musicali","https://www.trovaprezzi.it/prezzi_strumenti-musicali.aspx","Vedi tutte le offerte in Strumenti Musicali","https://www.trovaprezzi.it/prezzi_strumenti-musicali_1.aspx","","2","https://www.trovaprezzi.it/prezzi_strumenti-musicali_2.aspx"
"1547145286-1511","https://www.trovaprezzi.it/categorie.aspx","Articoli per la Cucina","https://www.trovaprezzi.it/prezzi_articoli-per-la-cucina.aspx","Vedi tutte le offerte in Articoli per la Cucina","https://www.trovaprezzi.it/prezzi_articoli-per-la-cucina_1.aspx","","12","https://www.trovaprezzi.it/prezzi_articoli-per-la-cucina_12.aspx"
"1547145136-678","https://www.trovaprezzi.it/categorie.aspx","Navigatori GPS","https://www.trovaprezzi.it/prezzi_gps.aspx","Vedi tutte le offerte in Navigatori GPS","https://www.trovaprezzi.it/prezzi_gps_1.aspx","","19","https://www.trovaprezzi.it/prezzi_gps_19.aspx"
"1547145128-634","https://www.trovaprezzi.it/categorie.aspx","Vini","https://www.trovaprezzi.it/prezzi_vini.aspx","Vedi tutte le offerte in Vini","https://www.trovaprezzi.it/prezzi_vini_1.aspx","","15","https://www.trovaprezzi.it/prezzi_vini_15.aspx"
"1547145250-1289","https://www.trovaprezzi.it/categorie.aspx","Televisori LCD, LED e Plasma","https://www.trovaprezzi.it/prezzi_televisori-lcd-plasma.aspx","Vedi tutte le offerte in Televisori LCD, LED e Plasma","https://www.trovaprezzi.it/prezzi_televisori-lcd-plasma_1.aspx","TELE System TS09 DVB-T2 HEVC 9'' TFT Nero TV portatile","",""
"1547145136-642","https://www.trovaprezzi.it/categorie.aspx","Navigatori GPS","https://www.trovaprezzi.it/prezzi_gps.aspx","Vedi tutte le offerte in Navigatori GPS","https://www.trovaprezzi.it/prezzi_gps_1.aspx","ROYALTEK CAR. Rete 220V Royaltek PER","",""
"1547145167-829","https://www.trovaprezzi.it/categorie.aspx","Fotocamere Digitali","https://www.trovaprezzi.it/prezzi_fotocamere-digitali.aspx","Vedi tutte le offerte in Fotocamere Digitali","https://www.trovaprezzi.it/prezzi_fotocamere-digitali_1.aspx","","10","https://www.trovaprezzi.it/prezzi_fotocamere-digitali_10.aspx"
"1547145277-1473","https://www.trovaprezzi.it/categorie.aspx","Cellulari","https://www.trovaprezzi.it/prezzi_cellulari.aspx","Vedi tutte le offerte in Cellulari","https://www.trovaprezzi.it/prezzi_cellulari_1.aspx","","14","https://www.trovaprezzi.it/prezzi_cellulari_14.aspx"
"1547145302-1602","https://www.trovaprezzi.it/categorie.aspx","Tablet","https://www.trovaprezzi.it/prezzi_tablet.aspx","Vedi tutte le offerte in Tablet","https://www.trovaprezzi.it/prezzi_tablet_1.aspx","Intreeo Mobile Tablet 5'' Smart Tab DC - INTREEO - TABLET (CONSEGNA IN 48h LAVORATIVE O RITIRO IN SEDE SU ROMA)","",""
"1547145190-954","https://www.trovaprezzi.it/categorie.aspx","Seggiolini auto","https://www.trovaprezzi.it/prezzi_seggiolini-auto.aspx","Vedi tutte le offerte in Seggiolini auto","https://www.trovaprezzi.it/prezzi_seggiolini-auto_1.aspx","","15","https://www.trovaprezzi.it/prezzi_seggiolini-auto_15.aspx"
"1547145236-1199","https://www.trovaprezzi.it/categorie.aspx","Integratori e Coadiuvanti","https://www.trovaprezzi.it/prezzi_integratori-coadiuvanti.aspx","Vedi tutte le offerte in Integratori e Coadiuvanti","https://www.trovaprezzi.it/prezzi_integratori-coadiuvanti_1.aspx","","20","https://www.trovaprezzi.it/prezzi_integratori-coadiuvanti_20.aspx"
"1547145246-1255","https://www.trovaprezzi.it/categorie.aspx","Videocamere Digitali","https://www.trovaprezzi.it/prezzi_videocamere-digitali.aspx","Vedi tutte le offerte in Videocamere Digitali","https://www.trovaprezzi.it/prezzi_videocamere-digitali_1.aspx","MEDIA TECH Pencam Media Tech MT4054 [MT4054]","",""
"1547145154-759","https://www.trovaprezzi.it/categorie.aspx","Alimenti Cani e Gatti","https://www.trovaprezzi.it/prezzi_alimenti-cani-gatti.aspx","Vedi tutte le offerte in Alimenti Cani e Gatti","https://www.trovaprezzi.it/prezzi_alimenti-cani-gatti_1.aspx","","20","https://www.trovaprezzi.it/prezzi_alimenti-cani-gatti_20.aspx"
"1547145136-641","https://www.trovaprezzi.it/categorie.aspx","Navigatori GPS","https://www.trovaprezzi.it/prezzi_gps.aspx","Vedi tutte le offerte in Navigatori GPS","https://www.trovaprezzi.it/prezzi_gps_1.aspx","ROYALTEK CAR. Auto 12V Royaltek PER","",""
"1547145107-552","https://www.trovaprezzi.it/categorie.aspx","Occhiali da Sole","https://www.trovaprezzi.it/prezzi_occhiali-da-sole.aspx","Vedi tutte le offerte in Occhiali da Sole","https://www.trovaprezzi.it/prezzi_occhiali-da-sole_1.aspx","","13","https://www.trovaprezzi.it/prezzi_occhiali-da-sole_13.aspx"
"1547145286-1481","https://www.trovaprezzi.it/categorie.aspx","Articoli per la Cucina","https://www.trovaprezzi.it/prezzi_articoli-per-la-cucina.aspx","Vedi tutte le offerte in Articoli per la Cucina","https://www.trovaprezzi.it/prezzi_articoli-per-la-cucina_1.aspx","Panasonic K For Kitchen pirofila per microonde GARANZIA ITALIA","",""
"1547145258-1348","https://www.trovaprezzi.it/categorie.aspx","Integratori per lo Sport","https://www.trovaprezzi.it/prezzi_integratori-sport.aspx","Vedi tutte le offerte in Integratori per lo Sport","https://www.trovaprezzi.it/prezzi_integratori-sport_1.aspx","","9","https://www.trovaprezzi.it/prezzi_integratori-sport_9.aspx"
"1547145190-933","https://www.trovaprezzi.it/categorie.aspx","Seggiolini auto","https://www.trovaprezzi.it/prezzi_seggiolini-auto.aspx","Vedi tutte le offerte in Seggiolini auto","https://www.trovaprezzi.it/prezzi_seggiolini-auto_1.aspx","Eurasia Seggiolino Auto Alzabimbo Disney alla ricerca Di Dory Alza Bimbo Omologato 15-36 KG","",""
"1547145179-889","https://www.trovaprezzi.it/categorie.aspx","Giocattoli","https://www.trovaprezzi.it/prezzi_giocattoli.aspx","Vedi tutte le offerte in Giocattoli","https://www.trovaprezzi.it/prezzi_giocattoli_1.aspx","Pasta da mod.CRAYOLA grammi 50 col. ass. A1-2003","",""
"1547145075-420","https://www.trovaprezzi.it/categorie.aspx","Strumenti Musicali","https://www.trovaprezzi.it/prezzi_strumenti-musicali.aspx","Vedi tutte le offerte in Strumenti Musicali","https://www.trovaprezzi.it/prezzi_strumenti-musicali_1.aspx","ARDA FLAUTO SOPRANO IN ABS SMONTABILE CON SCOVOLINO ARDA (unità vendita 1 pz.)","",""
"1547145232-1141","https://www.trovaprezzi.it/categorie.aspx","Profumi e Deodoranti","https://www.trovaprezzi.it/prezzi_profumi-deodoranti.aspx","Vedi tutte le offerte in Profumi e Deodoranti","https://www.trovaprezzi.it/prezzi_profumi-deodoranti_1.aspx","","2","https://www.trovaprezzi.it/prezzi_profumi-deodoranti_2.aspx"
"1547145096-482","https://www.trovaprezzi.it/categorie.aspx","Anelli","https://www.trovaprezzi.it/prezzi_anelli.aspx","Vedi tutte le offerte in Anelli","https://www.trovaprezzi.it/prezzi_anelli_1.aspx","Banda reversibile in vinile Les Georgettes. Inserto di colore Nudo/Acquatic che veste l'anello di 12mm di larghezza","",""
"1547145154-742","https://www.trovaprezzi.it/categorie.aspx","Alimenti Cani e Gatti","https://www.trovaprezzi.it/prezzi_alimenti-cani-gatti.aspx","Vedi tutte le offerte in Alimenti Cani e Gatti","https://www.trovaprezzi.it/prezzi_alimenti-cani-gatti_1.aspx","","3","https://www.trovaprezzi.it/prezzi_alimenti-cani-gatti_3.aspx"
"1547145307-1657","https://www.trovaprezzi.it/categorie.aspx","Notebook","https://www.trovaprezzi.it/prezzi_notebook.aspx","Vedi tutte le offerte in Notebook","https://www.trovaprezzi.it/prezzi_notebook_1.aspx","ACER EX2519 CELERON N3060 4GB 500GB 15.6 LINUX","",""
"1547145314-1681","https://www.trovaprezzi.it/categorie.aspx","Forni","https://www.trovaprezzi.it/prezzi_forni-microonde.aspx","Vedi tutte le offerte in Forni","https://www.trovaprezzi.it/prezzi_forni-microonde_1.aspx","Howell Forno pizza Howell PIZ40","",""
"1547145107-539","https://www.trovaprezzi.it/categorie.aspx","Occhiali da Sole","https://www.trovaprezzi.it/prezzi_occhiali-da-sole.aspx","Vedi tutte le offerte in Occhiali da Sole","https://www.trovaprezzi.it/prezzi_occhiali-da-sole_1.aspx","2 OCCHIALI DA SOLE REFLEXXVISION UV 400 UOMO MODELLO PARMA COLORI ASSORTITI","",""
"1547145266-1418","https://www.trovaprezzi.it/categorie.aspx","Scarpe Sportive","https://www.trovaprezzi.it/prezzi_scarpe-sportive.aspx","Vedi tutte le offerte in Scarpe Sportive","https://www.trovaprezzi.it/prezzi_scarpe-sportive_1.aspx","TRIBORD Stivali barca bambino B100 blu scuro","",""
"1547145136-655","https://www.trovaprezzi.it/categorie.aspx","Navigatori GPS","https://www.trovaprezzi.it/prezzi_gps.aspx","Vedi tutte le offerte in Navigatori GPS","https://www.trovaprezzi.it/prezzi_gps_1.aspx","ROYALTEK GPS RICEV. Royaltek B.TOOTH MBT1000","",""
"1547145096-510","https://www.trovaprezzi.it/categorie.aspx","Anelli","https://www.trovaprezzi.it/prezzi_anelli.aspx","Vedi tutte le offerte in Anelli","https://www.trovaprezzi.it/prezzi_anelli_1.aspx","","11","https://www.trovaprezzi.it/prezzi_anelli_11.aspx"
"1547145258-1355","https://www.trovaprezzi.it/categorie.aspx","Integratori per lo Sport","https://www.trovaprezzi.it/prezzi_integratori-sport.aspx","Vedi tutte le offerte in Integratori per lo Sport","https://www.trovaprezzi.it/prezzi_integratori-sport_1.aspx","","16","https://www.trovaprezzi.it/prezzi_integratori-sport_16.aspx"
"1547145162-775","https://www.trovaprezzi.it/categorie.aspx","Obiettivi per Fotocamere","https://www.trovaprezzi.it/prezzi_obiettivi-per-fotocamere.aspx","Vedi tutte le offerte in Obiettivi per Fotocamere","https://www.trovaprezzi.it/prezzi_obiettivi-per-fotocamere_1.aspx","Avizar Kit obiettivi 3-in-1 Fisheye + Grandangolo + Macro","",""
"1547145314-1707","https://www.trovaprezzi.it/categorie.aspx","Forni","https://www.trovaprezzi.it/prezzi_forni-microonde.aspx","Vedi tutte le offerte in Forni","https://www.trovaprezzi.it/prezzi_forni-microonde_1.aspx","","8","https://www.trovaprezzi.it/prezzi_forni-microonde_8.aspx"
"1547145262-1386","https://www.trovaprezzi.it/categorie.aspx","Biciclette","https://www.trovaprezzi.it/prezzi_biciclette-accessori.aspx","Vedi tutte le offerte in Biciclette","https://www.trovaprezzi.it/prezzi_biciclette-accessori_1.aspx","","7","https://www.trovaprezzi.it/prezzi_biciclette-accessori_7.aspx"
"1547145286-1486","https://www.trovaprezzi.it/categorie.aspx","Articoli per la Cucina","https://www.trovaprezzi.it/prezzi_articoli-per-la-cucina.aspx","Vedi tutte le offerte in Articoli per la Cucina","https://www.trovaprezzi.it/prezzi_articoli-per-la-cucina_1.aspx","PIZZO CARTA 20 X 30 CM","",""
"1547145236-1196","https://www.trovaprezzi.it/categorie.aspx","Integratori e Coadiuvanti","https://www.trovaprezzi.it/prezzi_integratori-coadiuvanti.aspx","Vedi tutte le offerte in Integratori e Coadiuvanti","https://www.trovaprezzi.it/prezzi_integratori-coadiuvanti_1.aspx","","17","https://www.trovaprezzi.it/prezzi_integratori-coadiuvanti_17.aspx"
"1547145179-910","https://www.trovaprezzi.it/categorie.aspx","Giocattoli","https://www.trovaprezzi.it/prezzi_giocattoli.aspx","Vedi tutte le offerte in Giocattoli","https://www.trovaprezzi.it/prezzi_giocattoli_1.aspx","","11","https://www.trovaprezzi.it/prezzi_giocattoli_11.aspx"
"1547145266-1429","https://www.trovaprezzi.it/categorie.aspx","Scarpe Sportive","https://www.trovaprezzi.it/prezzi_scarpe-sportive.aspx","Vedi tutte le offerte in Scarpe Sportive","https://www.trovaprezzi.it/prezzi_scarpe-sportive_1.aspx","","10","https://www.trovaprezzi.it/prezzi_scarpe-sportive_10.aspx"
"1547145246-1259","https://www.trovaprezzi.it/categorie.aspx","Videocamere Digitali","https://www.trovaprezzi.it/prezzi_videocamere-digitali.aspx","Vedi tutte le offerte in Videocamere Digitali","https://www.trovaprezzi.it/prezzi_videocamere-digitali_1.aspx","Hikvision Digital Technology JUNCTION BOX WHITE ALUMINIUM 302700239","",""
"1547145154-737","https://www.trovaprezzi.it/categorie.aspx","Alimenti Cani e Gatti","https://www.trovaprezzi.it/prezzi_alimenti-cani-gatti.aspx","Vedi tutte le offerte in Alimenti Cani e Gatti","https://www.trovaprezzi.it/prezzi_alimenti-cani-gatti_1.aspx","TRIXIE PICKNICKS SALSICCE SELVAGGINA 8 GR.","",""
"1547145258-1356","https://www.trovaprezzi.it/categorie.aspx","Integratori per lo Sport","https://www.trovaprezzi.it/prezzi_integratori-sport.aspx","Vedi tutte le offerte in Integratori per lo Sport","https://www.trovaprezzi.it/prezzi_integratori-sport_1.aspx","","17","https://www.trovaprezzi.it/prezzi_integratori-sport_17.aspx"
"1547145175-853","https://www.trovaprezzi.it/categorie.aspx","Console Giochi","https://www.trovaprezzi.it/prezzi_console.aspx","Vedi tutte le offerte in Console Giochi","https://www.trovaprezzi.it/prezzi_console_1.aspx","Console portatile My Arcade Gaming Gamer V","",""
"1547145298-1579","https://www.trovaprezzi.it/categorie.aspx","Stampanti","https://www.trovaprezzi.it/prezzi_stampanti.aspx","Vedi tutte le offerte in Stampanti","https://www.trovaprezzi.it/prezzi_stampanti_1.aspx","Dymo Etichettatrice a rilievo junior s0717910","",""
"1547145266-1431","https://www.trovaprezzi.it/categorie.aspx","Scarpe Sportive","https://www.trovaprezzi.it/prezzi_scarpe-sportive.aspx","Vedi tutte le offerte in Scarpe Sportive","https://www.trovaprezzi.it/prezzi_scarpe-sportive_1.aspx","","12","https://www.trovaprezzi.it/prezzi_scarpe-sportive_12.aspx"
"1547145236-1168","https://www.trovaprezzi.it/categorie.aspx","Integratori e Coadiuvanti","https://www.trovaprezzi.it/prezzi_integratori-coadiuvanti.aspx","Vedi tutte le offerte in Integratori e Coadiuvanti","https://www.trovaprezzi.it/prezzi_integratori-coadiuvanti_1.aspx","Arkofarm srl ARKOROYAL Lecca-Lecca Ape Maia","",""
"1547145162-791","https://www.trovaprezzi.it/categorie.aspx","Obiettivi per Fotocamere","https://www.trovaprezzi.it/prezzi_obiettivi-per-fotocamere.aspx","Vedi tutte le offerte in Obiettivi per Fotocamere","https://www.trovaprezzi.it/prezzi_obiettivi-per-fotocamere_1.aspx","","12","https://www.trovaprezzi.it/prezzi_obiettivi-per-fotocamere_12.aspx"
